Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,136.4600067138672,136.66000366210938,133.92999267578125,134.61000061035156,134.61000061035156,425800
2022-01-04,134.74000549316406,139.82000732421875,134.74000549316406,138.02999877929688,138.02999877929688,754400
2022-01-05,138.72999572753906,140.35000610351562,137.5399932861328,138.97999572753906,138.97999572753906,864800
2022-01-06,139.9600067138672,140.2100067138672,136.5500030517578,136.97000122070312,136.97000122070312,709900
2022-01-07,137.25999450683594,139.11000061035156,137.08999633789062,137.85000610351562,137.85000610351562,547000
2022-01-10,138.3699951171875,138.72000122070312,134.50999450683594,135.97000122070312,135.97000122070312,537700
2022-01-11,136.60000610351562,136.60000610351562,134.61000061035156,135.91000366210938,135.91000366210938,503800
2022-01-12,136.1300048828125,136.3300018310547,133.0,134.0,134.0,612700
2022-01-13,134.42999267578125,137.6699981689453,134.00999450683594,137.14999389648438,137.14999389648438,590600
2022-01-14,135.91000366210938,137.63999938964844,134.82000732421875,137.30999755859375,137.30999755859375,730900
2022-01-18,136.75999450683594,136.99000549316406,133.0500030517578,134.35000610351562,134.35000610351562,738200
2022-01-19,135.5500030517578,137.35000610351562,134.72999572753906,137.1199951171875,137.1199951171875,491200
2022-01-20,136.9199981689453,137.85000610351562,135.14999389648438,135.22000122070312,135.22000122070312,443500
2022-01-21,135.5,137.0800018310547,133.77000427246094,134.52000427246094,134.52000427246094,662900
2022-01-24,132.49000549316406,136.97000122070312,131.7899932861328,136.57000732421875,136.57000732421875,922200
2022-01-25,134.44000244140625,137.52000427246094,133.52000427246094,135.02999877929688,135.02999877929688,953800
2022-01-26,134.58999633789062,136.50999450683594,131.94000244140625,133.39999389648438,133.39999389648438,915900
2022-01-27,142.30999755859375,149.74000549316406,142.08999633789062,143.49000549316406,143.49000549316406,2031200
2022-01-28,143.97000122070312,146.80999755859375,143.25,145.5500030517578,145.5500030517578,1442800
2022-01-31,147.27000427246094,150.9600067138672,146.3699951171875,150.6300048828125,150.6300048828125,2080300
2022-02-01,150.5800018310547,150.7100067138672,147.27000427246094,149.4600067138672,149.4600067138672,761900
2022-02-02,149.1999969482422,149.47000122070312,146.83999633789062,147.25999450683594,147.25999450683594,658400
2022-02-03,146.9199981689453,149.19000244140625,146.0500030517578,148.17999267578125,148.17999267578125,713500
2022-02-04,147.42999267578125,149.0500030517578,146.02000427246094,146.6699981689453,146.6699981689453,610800
2022-02-07,146.66000366210938,149.64999389648438,145.82000732421875,148.38999938964844,148.38999938964844,875000
2022-02-08,149.9199981689453,151.10000610351562,147.9600067138672,150.5,150.5,806900
2022-02-09,150.83999633789062,152.25,150.83999633789062,151.05999755859375,151.05999755859375,473400
2022-02-10,150.19000244140625,151.7899932861328,148.36000061035156,148.7100067138672,148.7100067138672,675900
2022-02-11,148.4499969482422,149.64999389648438,147.1999969482422,147.7899932861328,147.7899932861328,749500
2022-02-14,148.10000610351562,148.10000610351562,145.58999633789062,147.02000427246094,147.02000427246094,1023500
2022-02-15,148.3000030517578,149.58999633789062,147.27999877929688,148.07000732421875,148.07000732421875,693900
2022-02-16,147.5,148.8800048828125,147.22999572753906,148.49000549316406,148.49000549316406,409400
2022-02-17,149.75999450683594,149.75999450683594,148.00999450683594,148.52999877929688,148.52999877929688,740500
2022-02-18,148.0800018310547,149.6699981689453,147.55999755859375,148.47000122070312,148.47000122070312,465700
2022-02-22,149.0500030517578,149.9600067138672,147.92999267578125,149.05999755859375,149.05999755859375,450700
2022-02-23,149.38999938964844,149.5800018310547,145.2100067138672,145.25999450683594,145.25999450683594,612800
2022-02-24,143.35000610351562,146.52000427246094,141.10000610351562,145.99000549316406,145.99000549316406,1003300
2022-02-25,146.8000030517578,150.74000549316406,146.8000030517578,149.6199951171875,149.6199951171875,799100
2022-02-28,147.50999450683594,148.66000366210938,144.92999267578125,147.19000244140625,147.19000244140625,708900
2022-03-01,146.9600067138672,147.27000427246094,142.72999572753906,143.1199951171875,143.1199951171875,724700
2022-03-02,143.99000549316406,147.52000427246094,143.66000366210938,147.27999877929688,147.27999877929688,745100
2022-03-03,148.17999267578125,149.75999450683594,147.41000366210938,148.64999389648438,148.64999389648438,491800
2022-03-04,146.3000030517578,149.8800048828125,145.63999938964844,149.61000061035156,149.61000061035156,550400
2022-03-07,149.22999572753906,150.00999450683594,145.0,145.1699981689453,145.1699981689453,706700
2022-03-08,145.88999938964844,146.75,140.1300048828125,140.8000030517578,140.8000030517578,953000
2022-03-09,143.8000030517578,148.67999267578125,143.0399932861328,147.64999389648438,147.64999389648438,990600
2022-03-10,146.5,149.74000549316406,145.9600067138672,149.00999450683594,149.00999450683594,692600
2022-03-11,150.02999877929688,150.92999267578125,148.7899932861328,149.75,149.75,578400
2022-03-14,150.49000549316406,152.10000610351562,149.57000732421875,150.92999267578125,150.92999267578125,746700
2022-03-15,151.77000427246094,152.94000244140625,149.0800018310547,152.35000610351562,152.35000610351562,924600
2022-03-16,152.85000610351562,155.92999267578125,152.72000122070312,155.33999633789062,155.33999633789062,753600
2022-03-17,154.4199981689453,156.4600067138672,152.8699951171875,156.25999450683594,156.25999450683594,537300
2022-03-18,157.5,157.5,153.97999572753906,156.47000122070312,156.47000122070312,1367200
2022-03-21,156.8000030517578,157.75,154.77999877929688,156.3300018310547,156.3300018310547,506600
2022-03-22,157.5800018310547,157.5800018310547,152.72000122070312,153.4600067138672,153.4600067138672,994700
2022-03-23,152.9499969482422,154.19000244140625,152.1199951171875,152.82000732421875,152.82000732421875,410700
2022-03-24,153.88999938964844,155.22000122070312,152.58999633789062,152.9600067138672,152.9600067138672,370700
2022-03-25,153.5500030517578,156.1300048828125,152.2100067138672,156.1300048828125,156.1300048828125,441400
2022-03-28,156.1999969482422,156.1999969482422,154.3000030517578,155.17999267578125,155.17999267578125,390300
2022-03-29,156.5800018310547,156.6199951171875,154.5800018310547,156.38999938964844,156.38999938964844,480500
2022-03-30,156.38999938964844,158.47000122070312,156.0800018310547,156.8699951171875,156.8699951171875,473300
2022-03-31,156.41000366210938,158.08999633789062,156.11000061035156,156.11000061035156,156.11000061035156,541500
2022-04-01,157.27000427246094,157.27000427246094,154.41000366210938,155.75999450683594,155.75999450683594,621500
2022-04-04,154.89999389648438,155.6199951171875,152.8699951171875,155.16000366210938,155.16000366210938,752900
2022-04-05,154.69000244140625,155.6199951171875,153.44000244140625,154.0800018310547,154.0800018310547,396300
2022-04-06,153.1199951171875,153.60000610351562,150.25,152.4499969482422,152.4499969482422,623300
2022-04-07,152.0399932861328,152.75,150.07000732421875,151.3000030517578,151.3000030517578,1042900
2022-04-08,152.35000610351562,153.91000366210938,151.49000549316406,153.33999633789062,153.33999633789062,485000
2022-04-11,154.08999633789062,156.9199981689453,154.08999633789062,154.91000366210938,154.91000366210938,411000
2022-04-12,154.91000366210938,157.99000549316406,154.55999755859375,156.97000122070312,156.97000122070312,517800
2022-04-13,157.1300048828125,159.97000122070312,157.1300048828125,159.58999633789062,159.58999633789062,599200
2022-04-14,160.25,164.27000427246094,159.89999389648438,163.02000427246094,163.02000427246094,604000
2022-04-18,162.80999755859375,164.32000732421875,160.0500030517578,160.7899932861328,160.7899932861328,670900
2022-04-19,161.38999938964844,164.33999633789062,160.9499969482422,163.94000244140625,163.94000244140625,642200
2022-04-20,165.0,167.7899932861328,164.97999572753906,166.97000122070312,166.97000122070312,690400
2022-04-21,167.27000427246094,168.5,165.92999267578125,166.02999877929688,166.02999877929688,466700
2022-04-22,165.24000549316406,165.50999450683594,161.11000061035156,161.17999267578125,161.17999267578125,453300
2022-04-25,160.47000122070312,163.10000610351562,158.64999389648438,162.2899932861328,162.2899932861328,655306
